transaction_id,product_id,return_date,reason
T20250124860,P0341,2026-09-09,Customer Changed Mind
T20250007705,P0095,2025-01-17,Wrong Item
T20260110422,P0062,2025-11-14,Customer Changed Mind
T20260031743,P0136,2026-06-15,Damaged
T20260140212,P0457,2025-01-10,Damaged
T20250009061,P0389,2025-07-26,Damaged
T20250021022,P0299,2025-01-20,Damaged
T20260142036,P0194,2025-10-13,Wrong Item
T20260055024,P0452,2026-07-03,Damaged
T20260105239,P0119,2025-11-09,Wrong Item
T20250055356,P0234,2026-11-24,Customer Changed Mind
T20250040148,P0150,2026-02-05,Wrong Item
T20260112338,P0208,2026-07-15,Damaged
T20260007872,P0074,2026-12-19,Damaged
T20250004086,P0224,2025-12-13,Damaged
T20250001708,P0131,2025-08-19,Damaged
T20260049518,P0025,2026-01-15,Wrong Item
T20260128815,P0377,2026-01-21,Customer Changed Mind
T20260145018,P0330,2026-04-27,Customer Changed Mind
T20250118980,P0328,2025-01-23,Wrong Item
T20250122442,P0480,2025-12-28,Customer Changed Mind
T20260097466,P0457,2026-11-07,Wrong Item
T20260103410,P0122,2026-07-16,Customer Changed Mind
T20260088889,P0083,2026-03-01,Damaged
T20260046664,P0426,2026-09-01,Wrong Item
T20260140464,P0473,2025-10-29,Damaged
T20260043963,P0119,2025-11-02,Damaged
T20250007875,P0129,2025-11-24,Customer Changed Mind
T20250098708,P0106,2026-08-17,Wrong Item
T20250119110,P0163,2025-06-16,Customer Changed Mind
T20250138008,P0475,2026-04-05,Customer Changed Mind
T20250012951,P0180,2025-07-04,Wrong Item
T20260042497,P0066,2025-10-29,Wrong Item
T20260013408,P0241,2025-10-15,Wrong Item
T20260111640,P0250,2026-03-11,Wrong Item
T20250006869,P0153,2025-03-09,Customer Changed Mind
T20260015580,P0031,2025-11-06,Customer Changed Mind
T20250136767,P0131,2026-11-28,Wrong Item
T20260075731,P0293,2025-08-10,Customer Changed Mind
T20250003022,P0016,2026-08-20,Damaged
T20260046076,P0227,2026-02-12,Damaged
T20260084587,P0275,2026-10-07,Damaged
T20250066309,P0460,2026-06-24,Customer Changed Mind
T20250057974,P0095,2026-10-17,Wrong Item
T20250140097,P0429,2026-12-13,Wrong Item
T20250032336,P0230,2025-03-15,Wrong Item
T20250060783,P0237,2025-01-14,Customer Changed Mind
T20260080910,P0179,2025-12-21,Wrong Item
T20250026786,P0280,2026-06-18,Wrong Item
T20250138068,P0016,2026-05-02,Wrong Item
T20260030764,P0334,2025-04-08,Wrong Item
T20260069326,P0179,2025-03-18,Wrong Item
T20260081866,P0083,2026-07-06,Damaged
T20250067828,P0394,2025-04-10,Damaged
T20260054206,P0149,2026-03-21,Wrong Item
T20250037390,P0346,2025-10-13,Customer Changed Mind
T20250037186,P0168,2026-09-22,Damaged
T20250084334,P0301,2025-09-03,Customer Changed Mind
T20250071283,P0236,2026-12-18,Customer Changed Mind
T20250148429,P0023,2025-01-03,Damaged
T20250007614,P0021,2026-10-20,Wrong Item
T20250140256,P0441,2025-01-10,Wrong Item
T20250041175,P0065,2025-11-28,Wrong Item
T20260054658,P0238,2026-08-18,Wrong Item
T20250000254,P0090,2025-06-01,Customer Changed Mind
T20260141739,P0194,2026-02-23,Damaged
T20250078120,P0499,2025-06-15,Wrong Item
T20260093905,P0440,2025-01-31,Customer Changed Mind
T20250100629,P0081,2025-03-12,Damaged
T20250010320,P0195,2025-12-12,Damaged
T20250039112,P0248,2025-08-14,Customer Changed Mind
T20260015420,P0478,2025-12-04,Damaged
T20250079869,P0455,2026-09-26,Damaged
T20250040303,P0480,2025-12-02,Wrong Item
T20250044931,P0246,2025-06-16,Damaged
T20260033655,P0411,2025-12-04,Customer Changed Mind
T20260125748,P0278,2025-12-15,Damaged
T20260094053,P0432,2026-07-15,Damaged
T20250112183,P0085,2026-10-01,Damaged
T20250023550,P0492,2025-01-15,Customer Changed Mind
T20260017445,P0440,2026-01-08,Customer Changed Mind
T20250047663,P0046,2026-03-12,Customer Changed Mind
T20260083486,P0237,2025-03-05,Damaged
T20260064669,P0405,2025-01-03,Customer Changed Mind
T20260043840,P0120,2026-03-09,Wrong Item
T20260087418,P0499,2025-12-25,Wrong Item
T20260028557,P0242,2026-10-04,Wrong Item
T20260111996,P0079,2025-06-19,Wrong Item
T20260047206,P0122,2026-07-01,Damaged
T20250014423,P0207,2025-03-07,Customer Changed Mind
T20260067456,P0069,2025-11-16,Customer Changed Mind
T20250003491,P0389,2025-06-10,Customer Changed Mind
T20250085439,P0170,2026-08-29,Customer Changed Mind
T20260022233,P0365,2025-01-08,Customer Changed Mind
T20250116132,P0009,2026-11-29,Damaged
T20250144546,P0365,2026-01-23,Wrong Item
T20260058036,P0306,2025-05-25,Wrong Item
T20260092688,P0333,2026-03-25,Damaged
T20260018749,P0259,2025-10-07,Wrong Item
T20250069768,P0489,2025-05-03,Customer Changed Mind
T20250136620,P0367,2026-11-04,Customer Changed Mind
T20260146697,P0053,2026-03-10,Damaged
T20260005710,P0273,2026-05-06,Customer Changed Mind
T20260110326,P0439,2026-01-29,Damaged
T20250072034,P0455,2025-02-22,Wrong Item
T20260132627,P0310,2026-07-21,Customer Changed Mind
T20260055225,P0357,2026-08-12,Damaged
T20260107409,P0067,2026-01-10,Damaged
T20260144246,P0425,2026-02-24,Wrong Item
T20250121044,P0119,2026-04-29,Wrong Item
T20260143316,P0013,2026-08-29,Damaged
T20250040795,P0382,2026-05-09,Wrong Item
T20260054324,P0418,2026-04-13,Damaged
T20250018386,P0177,2025-01-26,Damaged
T20260079140,P0169,2025-06-10,Customer Changed Mind
T20250050559,P0063,2026-06-19,Wrong Item
T20250099134,P0240,2025-12-16,Damaged
T20250147027,P0375,2026-08-26,Customer Changed Mind
T20250000049,P0275,2025-05-24,Damaged
T20260133905,P0150,2025-10-02,Customer Changed Mind
T20250134705,P0400,2025-03-18,Damaged
T20250099117,P0486,2025-06-15,Damaged
T20250099095,P0338,2025-07-17,Wrong Item
T20260005252,P0476,2026-05-19,Customer Changed Mind
T20260104189,P0182,2026-01-13,Customer Changed Mind
T20260141695,P0166,2026-10-14,Wrong Item
T20250103503,P0408,2026-01-05,Customer Changed Mind
T20250126176,P0382,2026-11-25,Customer Changed Mind
T20250056197,P0386,2026-07-28,Customer Changed Mind
T20260082602,P0305,2025-11-18,Customer Changed Mind
T20260026023,P0035,2025-05-02,Damaged
T20260147580,P0485,2025-06-06,Wrong Item
T20250019701,P0431,2025-02-13,Wrong Item
T20260096188,P0191,2026-05-07,Wrong Item
T20260049493,P0369,2025-01-07,Wrong Item
T20260036419,P0414,2025-07-27,Wrong Item
T20260079402,P0443,2026-11-11,Wrong Item
T20260008343,P0430,2026-03-09,Wrong Item
T20260029257,P0049,2025-12-21,Customer Changed Mind
T20250142785,P0249,2025-07-29,Wrong Item
T20260114280,P0463,2026-03-02,Wrong Item
T20250073884,P0422,2026-12-27,Wrong Item
T20260033130,P0093,2025-09-29,Customer Changed Mind
T20250020963,P0372,2026-05-30,Customer Changed Mind
T20260039828,P0205,2025-06-05,Damaged
T20260144413,P0150,2026-03-22,Wrong Item
T20250130633,P0066,2025-07-11,Customer Changed Mind
T20260095740,P0256,2026-10-18,Customer Changed Mind
T20260139680,P0408,2026-11-27,Wrong Item
T20250007411,P0112,2025-06-28,Customer Changed Mind
T20250092893,P0443,2025-09-30,Wrong Item
T20260107980,P0062,2025-08-30,Customer Changed Mind
T20250099474,P0205,2026-09-06,Wrong Item
T20260083340,P0228,2026-01-01,Wrong Item
T20260003240,P0153,2026-07-13,Customer Changed Mind
T20260064630,P0096,2025-05-11,Customer Changed Mind
T20250092817,P0366,2026-02-17,Customer Changed Mind
T20260071699,P0202,2026-03-12,Customer Changed Mind
T20250084497,P0182,2026-07-16,Wrong Item
T20250007299,P0317,2025-02-06,Customer Changed Mind
T20250079997,P0279,2026-01-09,Wrong Item
T20250011546,P0399,2025-02-07,Customer Changed Mind
T20260139616,P0432,2026-04-20,Wrong Item
T20260091580,P0402,2025-02-19,Customer Changed Mind
T20260024983,P0458,2026-01-17,Wrong Item
T20260015383,P0480,2026-08-19,Customer Changed Mind
T20260064886,P0486,2026-12-07,Damaged
T20260122546,P0165,2026-05-10,Damaged
T20250090310,P0417,2026-12-23,Customer Changed Mind
T20250134340,P0075,2026-12-22,Wrong Item
T20250061470,P0184,2025-03-01,Customer Changed Mind
T20260037438,P0243,2026-03-22,Wrong Item
T20250005863,P0280,2026-01-03,Customer Changed Mind
T20250039768,P0249,2026-01-21,Wrong Item
T20250008139,P0019,2026-08-13,Wrong Item
T20250051750,P0076,2026-01-06,Customer Changed Mind
T20260027439,P0028,2025-11-10,Wrong Item
T20260053052,P0223,2025-01-14,Wrong Item
T20260004369,P0050,2026-02-24,Customer Changed Mind
T20260088730,P0223,2025-05-07,Customer Changed Mind
T20260064071,P0474,2025-04-18,Damaged
T20260126168,P0123,2026-10-21,Wrong Item
T20260045587,P0141,2025-01-27,Customer Changed Mind
T20260083106,P0148,2026-01-25,Wrong Item
T20250021793,P0421,2025-01-12,Damaged
T20260028749,P0344,2025-12-03,Customer Changed Mind
T20250031118,P0099,2026-01-12,Damaged
T20250064773,P0351,2025-06-14,Wrong Item
T20250031621,P0489,2026-05-03,Damaged
T20250103337,P0247,2025-11-14,Wrong Item
T20260050409,P0146,2025-10-29,Damaged
T20260034920,P0203,2025-02-19,Damaged
T20260007342,P0458,2026-02-12,Wrong Item
T20260039250,P0105,2025-11-11,Wrong Item
T20250114062,P0123,2025-11-13,Wrong Item
T20250142365,P0417,2025-07-03,Customer Changed Mind
T20250126890,P0117,2025-12-27,Wrong Item
T20250083842,P0050,2026-01-01,Wrong Item
T20250050057,P0236,2026-08-02,Customer Changed Mind
T20260139868,P0138,2025-03-21,Customer Changed Mind
T20260043503,P0138,2025-02-01,Wrong Item
T20260077457,P0455,2026-03-18,Customer Changed Mind
T20250072869,P0335,2026-07-20,Wrong Item
T20260009872,P0471,2026-07-30,Damaged
T20260095879,P0090,2026-04-26,Wrong Item
T20250115807,P0195,2025-09-13,Damaged
T20250095085,P0481,2025-05-02,Wrong Item
T20250017638,P0183,2025-05-28,Customer Changed Mind
T20250146319,P0213,2025-09-05,Customer Changed Mind
T20250116428,P0488,2025-04-02,Damaged
T20260060919,P0156,2026-10-10,Customer Changed Mind
T20250070784,P0480,2026-02-01,Damaged
T20250114704,P0230,2026-10-09,Damaged
T20250047739,P0220,2025-06-30,Wrong Item
T20250024542,P0290,2026-02-26,Wrong Item
T20260025423,P0139,2025-03-19,Damaged
T20250132836,P0232,2026-12-13,Customer Changed Mind
T20260048167,P0206,2025-08-08,Damaged
T20250024662,P0253,2025-03-26,Damaged
T20250072790,P0182,2026-07-03,Damaged
T20260067198,P0287,2026-07-17,Wrong Item
T20260135096,P0123,2026-03-07,Damaged
T20250132313,P0365,2025-10-30,Customer Changed Mind
T20250035962,P0481,2025-11-30,Wrong Item
T20250004087,P0402,2025-11-26,Customer Changed Mind
T20250009163,P0254,2026-08-26,Customer Changed Mind
T20260008831,P0102,2025-07-07,Customer Changed Mind
T20260090408,P0388,2026-11-27,Customer Changed Mind
T20250003410,P0335,2025-09-11,Wrong Item
T20250070579,P0457,2026-06-14,Damaged
T20260018261,P0243,2025-06-18,Customer Changed Mind
T20250149658,P0470,2026-06-27,Wrong Item
T20260113064,P0250,2026-07-09,Damaged
T20260049838,P0495,2026-09-29,Customer Changed Mind
T20260035052,P0429,2026-01-04,Damaged
T20250111380,P0213,2025-01-27,Customer Changed Mind
T20260085727,P0338,2026-07-26,Customer Changed Mind
T20250025176,P0087,2025-01-01,Customer Changed Mind
T20250143527,P0155,2026-06-02,Damaged
T20250014237,P0310,2026-09-14,Customer Changed Mind
T20260044518,P0386,2026-12-13,Customer Changed Mind
T20250074547,P0476,2026-12-20,Wrong Item
T20250017024,P0374,2025-10-21,Customer Changed Mind
T20260092415,P0424,2025-02-12,Customer Changed Mind
T20260097158,P0286,2026-09-12,Customer Changed Mind
T20250089480,P0224,2025-04-21,Damaged
T20260035957,P0428,2026-10-19,Customer Changed Mind
T20260144163,P0452,2025-11-18,Customer Changed Mind
T20250029479,P0078,2026-07-20,Customer Changed Mind
T20260094411,P0437,2025-08-25,Damaged
T20260095712,P0457,2025-05-29,Customer Changed Mind
T20250119542,P0489,2026-03-27,Wrong Item
T20250083105,P0267,2025-12-12,Wrong Item
T20260019980,P0260,2025-02-22,Damaged
T20260121769,P0012,2026-08-17,Customer Changed Mind
T20260119409,P0051,2025-02-10,Wrong Item
T20260099760,P0445,2025-10-02,Wrong Item
T20250032693,P0397,2026-04-04,Damaged
T20260137963,P0197,2026-03-06,Damaged
T20260052077,P0004,2025-12-07,Damaged
T20260061884,P0323,2025-12-15,Wrong Item
T20260081947,P0470,2025-07-23,Wrong Item
T20250087646,P0228,2025-05-22,Wrong Item
T20250010182,P0437,2025-03-01,Customer Changed Mind
T20250061752,P0016,2026-08-21,Customer Changed Mind
T20260014058,P0145,2026-11-19,Damaged
T20250036716,P0068,2025-12-16,Customer Changed Mind
T20260058607,P0315,2025-08-05,Wrong Item
T20250117087,P0117,2026-09-23,Customer Changed Mind
T20250041455,P0484,2025-09-06,Damaged
T20250122144,P0201,2025-02-18,Damaged
T20250069674,P0461,2025-06-16,Damaged
T20250087198,P0156,2025-04-08,Customer Changed Mind
T20260123355,P0382,2025-01-17,Damaged
T20260018485,P0319,2026-07-10,Damaged
T20260115248,P0444,2026-03-18,Customer Changed Mind
T20260017075,P0099,2025-03-23,Customer Changed Mind
T20260077366,P0345,2026-05-15,Damaged
T20250088082,P0275,2026-09-02,Wrong Item
T20260053409,P0366,2026-09-15,Wrong Item
T20260102813,P0336,2026-10-06,Wrong Item
T20260136030,P0298,2025-09-07,Customer Changed Mind
T20260091223,P0152,2026-10-23,Damaged
T20250100594,P0208,2026-05-09,Customer Changed Mind
T20250110792,P0381,2025-01-11,Customer Changed Mind
T20260009531,P0473,2025-03-16,Wrong Item
T20250018683,P0271,2026-07-09,Damaged
T20260140868,P0340,2025-04-12,Customer Changed Mind
T20250103757,P0127,2025-10-11,Wrong Item
T20260085942,P0362,2025-12-24,Wrong Item
T20260005018,P0119,2026-02-14,Damaged
T20250080968,P0453,2025-01-17,Damaged
T20260109699,P0172,2026-11-17,Customer Changed Mind
T20250032123,P0355,2025-11-21,Damaged
T20260002368,P0035,2025-03-14,Customer Changed Mind
T20250138857,P0314,2026-04-09,Damaged
T20260060613,P0165,2025-12-28,Customer Changed Mind
T20260112089,P0381,2025-09-15,Wrong Item
T20250123381,P0035,2026-12-04,Damaged
T20250106531,P0429,2025-08-04,Damaged
T20260053230,P0210,2025-06-22,Customer Changed Mind
T20250118793,P0453,2026-07-27,Wrong Item
T20260144620,P0491,2025-08-08,Wrong Item
T20260106608,P0209,2025-12-23,Wrong Item
T20260044213,P0028,2025-03-22,Damaged
T20250074895,P0131,2025-02-04,Wrong Item
T20260051525,P0138,2025-07-12,Damaged
T20260063744,P0489,2025-04-19,Wrong Item
T20260144449,P0088,2025-03-10,Wrong Item
T20260029805,P0314,2025-01-03,Customer Changed Mind
T20260043188,P0237,2025-01-21,Damaged
T20250143526,P0468,2026-12-04,Wrong Item
T20250026718,P0468,2025-07-06,Customer Changed Mind
T20250093208,P0424,2026-01-21,Wrong Item
T20250061427,P0019,2026-12-11,Wrong Item
T20260148591,P0126,2025-02-19,Customer Changed Mind
T20260033136,P0319,2025-12-25,Wrong Item
T20250120464,P0197,2026-10-13,Customer Changed Mind
T20250127683,P0296,2025-06-10,Damaged
T20260107943,P0075,2026-06-28,Customer Changed Mind
T20250089085,P0230,2025-05-24,Damaged
T20250096839,P0122,2025-07-20,Wrong Item
T20260068578,P0232,2025-05-08,Wrong Item
T20260012362,P0416,2026-10-26,Customer Changed Mind
T20260082929,P0020,2026-02-07,Damaged
T20250111250,P0056,2026-10-27,Wrong Item
T20260004981,P0489,2025-12-29,Wrong Item
T20250006226,P0112,2025-08-23,Wrong Item
T20260050237,P0468,2026-10-08,Damaged
T20260070029,P0098,2026-05-08,Damaged
T20260096042,P0303,2025-07-11,Damaged
T20250028201,P0023,2025-11-30,Customer Changed Mind
T20260117632,P0237,2025-12-06,Damaged
T20260117149,P0253,2025-11-30,Customer Changed Mind
T20260091076,P0285,2025-11-12,Customer Changed Mind
T20250018045,P0375,2026-10-02,Damaged
T20260104761,P0026,2025-11-22,Wrong Item
T20250000402,P0002,2026-06-10,Wrong Item
T20250118729,P0081,2025-12-15,Customer Changed Mind
T20250041324,P0145,2026-04-09,Customer Changed Mind
T20260064781,P0368,2025-10-19,Customer Changed Mind
T20250148179,P0126,2026-11-30,Wrong Item
T20250071720,P0046,2025-01-10,Damaged
T20260018845,P0006,2025-04-10,Customer Changed Mind
T20250023242,P0455,2026-02-07,Damaged
T20260127485,P0374,2026-06-17,Wrong Item
T20250082903,P0449,2025-05-02,Customer Changed Mind
T20250050306,P0231,2026-09-22,Customer Changed Mind
T20260111470,P0029,2025-08-21,Customer Changed Mind
T20250028793,P0180,2026-10-22,Customer Changed Mind
T20250021240,P0491,2025-11-08,Wrong Item
T20250004606,P0232,2025-08-23,Damaged
T20260043462,P0116,2026-06-25,Damaged
T20260016301,P0106,2025-08-20,Wrong Item
T20250038559,P0084,2026-01-03,Damaged
T20260064254,P0473,2026-04-28,Damaged
T20250028330,P0287,2025-01-17,Wrong Item
T20250012391,P0238,2026-12-06,Wrong Item
T20250010847,P0430,2026-08-11,Wrong Item
T20250012209,P0222,2025-01-01,Damaged
T20260060318,P0275,2026-04-06,Wrong Item
T20260111623,P0159,2025-10-08,Damaged
T20260017479,P0387,2026-05-24,Damaged
T20250095401,P0284,2025-09-30,Wrong Item
T20250038683,P0295,2026-05-05,Customer Changed Mind
T20260041281,P0200,2026-09-07,Customer Changed Mind
T20250020073,P0458,2025-09-24,Customer Changed Mind
T20260008808,P0169,2025-11-25,Damaged
T20260096494,P0431,2026-03-05,Customer Changed Mind
T20260002859,P0056,2025-01-18,Wrong Item
T20250137468,P0239,2026-10-01,Customer Changed Mind
T20250000779,P0412,2025-12-22,Damaged
T20260077828,P0183,2026-05-21,Customer Changed Mind
T20260000090,P0418,2025-12-18,Customer Changed Mind
T20260001564,P0332,2026-07-31,Wrong Item
T20250020611,P0222,2026-03-28,Wrong Item
T20260013393,P0319,2025-12-16,Damaged
T20260091606,P0178,2026-03-30,Damaged
T20250086989,P0218,2025-09-10,Wrong Item
T20260092121,P0170,2026-09-29,Wrong Item
T20260055774,P0197,2025-08-02,Damaged
T20250084097,P0439,2025-12-10,Customer Changed Mind
T20260025629,P0368,2026-04-25,Wrong Item
T20250040460,P0416,2026-07-27,Wrong Item
T20260124756,P0032,2026-03-17,Damaged
T20260124811,P0126,2026-08-03,Customer Changed Mind
T20260012191,P0085,2026-03-25,Wrong Item
T20260074715,P0259,2025-06-06,Customer Changed Mind
T20250122997,P0338,2026-03-02,Wrong Item
T20260058674,P0335,2025-03-30,Wrong Item
T20250021740,P0110,2025-03-09,Customer Changed Mind
T20260016156,P0138,2025-03-21,Damaged
T20260038792,P0115,2026-03-13,Damaged
T20250059787,P0060,2026-05-23,Wrong Item
T20250042514,P0003,2026-08-22,Customer Changed Mind
T20260133405,P0152,2025-05-31,Wrong Item
T20260087682,P0491,2026-09-16,Wrong Item
T20260027704,P0299,2025-03-29,Wrong Item
T20260114970,P0187,2026-07-25,Wrong Item
T20250003666,P0255,2026-12-24,Wrong Item
T20260062716,P0281,2026-01-31,Damaged
T20250022663,P0364,2026-04-29,Wrong Item
T20250097010,P0358,2026-01-07,Damaged
T20250046699,P0166,2026-12-26,Wrong Item
T20250075486,P0234,2026-01-02,Customer Changed Mind
T20260090480,P0490,2026-11-25,Wrong Item
T20250041757,P0362,2025-02-22,Damaged
T20250116563,P0494,2026-04-09,Wrong Item
T20260049309,P0205,2025-09-16,Customer Changed Mind
T20250027294,P0230,2026-10-07,Customer Changed Mind
T20260000764,P0104,2026-07-14,Wrong Item
T20250058842,P0027,2026-11-18,Customer Changed Mind
T20260104963,P0298,2025-09-23,Wrong Item
T20250138875,P0143,2026-10-30,Customer Changed Mind
T20250135564,P0306,2026-11-17,Wrong Item
T20260109189,P0367,2026-09-17,Wrong Item
T20250143442,P0123,2025-09-16,Customer Changed Mind
T20250100492,P0281,2025-04-04,Wrong Item
T20260131512,P0246,2026-11-09,Customer Changed Mind
T20260016593,P0432,2026-11-01,Wrong Item
T20260095478,P0337,2026-07-17,Customer Changed Mind
T20250063401,P0162,2026-11-27,Damaged
T20260081975,P0458,2025-06-03,Damaged
T20260070955,P0228,2026-05-11,Damaged
T20250135007,P0402,2025-05-03,Customer Changed Mind
T20250087164,P0392,2026-07-11,Wrong Item
T20260115339,P0488,2026-01-18,Customer Changed Mind
T20250059650,P0347,2026-02-21,Wrong Item
T20260070331,P0175,2026-06-29,Damaged
T20260101845,P0231,2026-05-16,Damaged
T20250105093,P0043,2026-07-04,Wrong Item
T20260071071,P0313,2026-08-27,Customer Changed Mind
T20250113514,P0461,2026-03-16,Damaged
T20260087014,P0082,2026-07-07,Wrong Item
T20250094872,P0397,2025-03-18,Wrong Item
T20250003788,P0361,2026-05-06,Damaged
T20260056090,P0384,2025-08-02,Wrong Item
T20260146607,P0346,2026-12-08,Customer Changed Mind
T20260031389,P0153,2025-06-24,Damaged
T20260074212,P0271,2026-01-25,Customer Changed Mind
T20250062572,P0330,2025-10-18,Customer Changed Mind
T20260091066,P0287,2025-06-01,Wrong Item
T20250125012,P0105,2025-09-03,Customer Changed Mind
T20260004949,P0108,2026-09-18,Customer Changed Mind
T20250119359,P0267,2025-06-29,Damaged
T20260093889,P0396,2025-08-11,Damaged
T20260015653,P0149,2025-12-15,Customer Changed Mind
T20260020643,P0133,2026-09-25,Damaged
T20260106693,P0348,2026-05-17,Customer Changed Mind
T20260063936,P0160,2026-05-17,Damaged
T20250103854,P0015,2025-07-24,Wrong Item
T20250026410,P0126,2026-05-05,Wrong Item
T20250135713,P0428,2025-03-05,Wrong Item
